Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
clindamycin,bleomycin,escherichia coli bw25113,0.1759,0.015287108,Antagonism,KDLRVYVGXIQJDK-AWPVFWJPSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
spiramycin,metformin,escherichia coli bw25113,0.1663,0.009412936,Antagonism,ACTOXUHEUCPTEW-CEUOBAOPSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
erythromycin,imipenem,escherichia coli bw25113,0.1418,0.009412936,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
erythromycin,bleomycin,escherichia coli bw25113,0.1348,0.017082736,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
erythromycin,metformin,escherichia coli bw25113,0.1996,0.001666307,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
erythromycin,acetylsalisylic acid,escherichia coli bw25113,0.1262,0.02169783,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,escherichia coli,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
erythromycin,gentamicin,escherichia coli bw25113,0.3298,0.027833079,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,escherichia coli,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
trimethoprim,clarithromycin,escherichia coli bw25113,0.1158,0.001666307,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
trimethoprim,chir-90,escherichia coli bw25113,0.2914,0.001666307,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
procaine,tobramycin,escherichia coli bw25113,0.1837,0.045236399,Antagonism,MFDFERRIHVXMIY-UHFFFAOYSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
procaine,imipenem,escherichia coli bw25113,0.2145,0.001666307,Antagonism,MFDFERRIHVXMIY-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
vanillin,bleomycin,escherichia coli bw25113,0.1392,0.029415426,Antagonism,MWOOGOJBHIARFG-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
vanillin,chir-90,escherichia coli bw25113,0.3767,0.002956627,Antagonism,MWOOGOJBHIARFG-UHFFFAOYSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
levofloxacin,colistin,escherichia coli bw25113,0.2288,0.028629671,Antagonism,GSDSWSVVBLHKDQ-JTQLQIEISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
mecillinam,clarithromycin,escherichia coli bw25113,0.1462,0.001666307,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'BWWVAEOLVKTZFQ-NTZNESFSSA-N')"
mecillinam,puromycin,escherichia coli bw25113,0.1667,0.001666307,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
mecillinam,azithromycin,escherichia coli bw25113,0.3756,0.008407909,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
mecillinam,curcumin,escherichia coli bw25113,0.3038,0.045236399,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
a22,puromycin,escherichia coli bw25113,0.1003,0.029415426,Antagonism,LZTCFLDZLBOLDW-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
a22,metformin,escherichia coli bw25113,0.4469,0.019773113,Antagonism,LZTCFLDZLBOLDW-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
a22,curcumin,escherichia coli bw25113,0.4526,0.047612356,Antagonism,LZTCFLDZLBOLDW-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
a22,acetylsalisylic acid,escherichia coli bw25113,0.4048,0.001666307,Antagonism,LZTCFLDZLBOLDW-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,escherichia coli,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
tobramycin,metformin,escherichia coli bw25113,0.4063,0.001666307,Antagonism,NLVFBUXFDBBNBW-PBSUHMDJSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
egcg,aztreonam,escherichia coli bw25113,0.1993,0.01041944,Antagonism,WMBWREPUVVBILR-WIYYLYMNSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('WMBWREPUVVBILR-WIYYLYMNSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
rifampicin,bleomycin,escherichia coli bw25113,0.2485,0.001666307,Antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
rifampicin,metformin,escherichia coli bw25113,0.1947,0.002956627,Antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
rifampicin,gentamicin,escherichia coli bw25113,0.3033,0.001666307,Antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,escherichia coli,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
aztreonam,bleomycin,escherichia coli bw25113,0.2086,0.014413559,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,azithromycin,escherichia coli bw25113,0.185,0.007360115,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,curcumin,escherichia coli bw25113,0.525,0.001666307,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,berberine,escherichia coli bw25113,0.2104,0.004098642,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
clarithromycin,metformin,escherichia coli bw25113,0.188,0.002956627,Antagonism,AGOYDEPGAOXOCK-KCBOHYOISA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
bleomycin,metformin,escherichia coli bw25113,0.2246,0.001666307,Antagonism,OYVAGSVQBOHSSS-WXFSZRTFSA-O,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
bleomycin,acetylsalisylic acid,escherichia coli bw25113,0.2306,0.002956627,Antagonism,OYVAGSVQBOHSSS-WXFSZRTFSA-O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,escherichia coli,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cycloserine d,procaine,escherichia coli bw25113,0.1572,0.001567376,Antagonism,DYDCUQKUCUHJBH-UWTATZPHSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amoxicillin,spectinomycin,escherichia coli bw25113,0.1717,0.013792906,Antagonism,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
ciprofloxacin,caffeine,escherichia coli bw25113,0.3691,0.011346729,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,escherichia coli,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cycloserine d,erythromycin,escherichia coli bw25113,0.164,0.028637814,Antagonism,DYDCUQKUCUHJBH-UWTATZPHSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
cycloserine d,chlorhexidine,escherichia coli bw25113,0.636,0.011346729,Antagonism,DYDCUQKUCUHJBH-UWTATZPHSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
oxacillin,polymyxin b,escherichia coli bw25113,0.6423,0.010494603,Antagonism,UWYHMGVUTGAWSP-JKIFEVAISA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,cefaclor,escherichia coli bw25113,0.3088,0.00387234,Antagonism,WQVJHHACXVLGBL-BPJDFBQWSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,escherichia coli,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,clindamycin,escherichia coli bw25113,0.3539,0.001567376,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,spiramycin,escherichia coli bw25113,0.1892,0.036049642,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,ACTOXUHEUCPTEW-CEUOBAOPSA-N,escherichia coli,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
clindamycin,tobramycin,escherichia coli bw25113,0.7357,0.002742908,Antagonism,KDLRVYVGXIQJDK-AWPVFWJPSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
tobramycin,chlorhexidine,escherichia coli bw25113,0.1871,0.017241133,Antagonism,NLVFBUXFDBBNBW-PBSUHMDJSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
puromycin,imipenem,escherichia coli bw25113,0.1282,0.027466908,Antagonism,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
amoxicillin,penicillin g,escherichia coli bw25113,-0.0957,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
chloramphenicol,streptozotocin,escherichia coli bw25113,-0.1273,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
oxacillin,cefotaxime,escherichia coli bw25113,-0.1137,,,UWYHMGVUTGAWSP-JKIFEVAISA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
oxacillin,piperacillin,escherichia coli bw25113,-0.0736,,,UWYHMGVUTGAWSP-JKIFEVAISA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
oxacillin,aztreonam,escherichia coli bw25113,-0.101,,,UWYHMGVUTGAWSP-JKIFEVAISA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
oxacillin,chir-90,escherichia coli bw25113,-0.0134,,,UWYHMGVUTGAWSP-JKIFEVAISA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
bacitracin,cefotaxime,escherichia coli bw25113,-0.0604,,,CLKOFPXJLQSYAH-ABRJDSQDSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
bacitracin,caffeine,escherichia coli bw25113,-0.0666,,,CLKOFPXJLQSYAH-ABRJDSQDSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,escherichia coli,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
polymyxin b,trimethoprim,escherichia coli bw25113,0.0568,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,nitrofurantoin,escherichia coli bw25113,0.0256,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
fusidic acid,cefotaxime,escherichia coli bw25113,0.053,,,IECPWNUMDGFDKC-MZJAQBGESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
fusidic acid,piperacillin,escherichia coli bw25113,-0.1059,,,IECPWNUMDGFDKC-MZJAQBGESA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
fusidic acid,nitrofurantoin,escherichia coli bw25113,0.1085,,,IECPWNUMDGFDKC-MZJAQBGESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
fusidic acid,clarithromycin,escherichia coli bw25113,-0.4668,,,IECPWNUMDGFDKC-MZJAQBGESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
amikacin,trimethoprim,escherichia coli bw25113,0.0913,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
cefotaxime,aztreonam,escherichia coli bw25113,-0.1555,,,GPRBEKHLDVQUJE-QSWIMTSFSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefotaxime,penicillin g,escherichia coli bw25113,-0.0678,,,GPRBEKHLDVQUJE-QSWIMTSFSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
cefaclor,trimethoprim,escherichia coli bw25113,-0.0654,,,QYIYFLOTGYLRGG-GPCCPHFNSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
cefsulodin,penicillin g,escherichia coli bw25113,-0.0555,,,SYLKGLMBLAAGSC-QLVMHMETSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
erythromycin,rifampicin,escherichia coli bw25113,0.0453,,,ULGZDMOVFRHVEP-RWJQBGPGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
trimethoprim,clofazimine,escherichia coli bw25113,-0.0488,,,IEDVJHCEMCRBQM-UHFFFAOYSA-N,WDQPAMHFFCXSNU-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')"
sulfamonomethoxine,clarithromycin,escherichia coli bw25113,-0.0889,,,WMPXPUYPYQKQCX-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
sulfamonomethoxine,bleomycin,escherichia coli bw25113,-0.0958,,,WMPXPUYPYQKQCX-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
procaine,berberine,escherichia coli bw25113,0.0763,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
piperacillin,penicillin g,escherichia coli bw25113,-0.0441,,,IVBHGBMCVLDMKU-GXNBUGAJSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
nitrofurantoin,clarithromycin,escherichia coli bw25113,-0.0714,,,NXFQHRVNIOXGAQ-YCRREMRBSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
minocycline,curcumin,escherichia coli bw25113,-0.2191,,,WTJXVDPDEQKTCV-VQAITOIOSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
metronidazole,aztreonam,escherichia coli bw25113,-0.0726,,,VAOCPAMSLUNLGC-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('VAOCPAMSLUNLGC-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
penicillin g,chir-90,escherichia coli bw25113,-0.019,,,JGSARLDLIJGVTE-MBNYWOFBSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
amoxicillin,chloramphenicol,escherichia coli bw25113,0.0772,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
levofloxacin,bleomycin,escherichia coli bw25113,-0.0567,,,GSDSWSVVBLHKDQ-JTQLQIEISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
amoxicillin,rifampicin,escherichia coli bw25113,0.1023,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amoxicillin,curcumin,escherichia coli bw25113,0.1493,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
amoxicillin,berberine,escherichia coli bw25113,0.1223,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
chloramphenicol,fosfomycin,escherichia coli bw25113,0.0966,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
chloramphenicol,vanillin,escherichia coli bw25113,0.0963,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,escherichia coli,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,meropenem,escherichia coli bw25113,0.1399,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,escherichia coli,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,colistin,escherichia coli bw25113,0.1033,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chloramphenicol,curcumin,escherichia coli bw25113,0.133,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,berberine,escherichia coli bw25113,0.1015,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
ciprofloxacin,trimethoprim,escherichia coli bw25113,-0.0943,,,MYSWGUAQZAJSOK-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
