Drug 1,Drug 2,E. coli BW25113,E. coli iAi1,ST LT2,ST 14028,PAO1,PA14,p-value E. coli BW25113,p-value E. coli iAi1,p-value ST LT2,p-value ST 14028,p-value PAO1,p-value PA14,interaction E. coli BW25113,interaction E. coli iAi1,interaction ST LT2,interaction ST14028,interaction PAO1,interaction PA14
Piperacillin,Cerulenin,NA,NA,NA,NA,-0.05089829,-0.103227453,NA,NA,NA,NA,NA,0.02960815,NA,NA,NA,NA,NA,Synergy
Caffeine,Colistin,NA,NA,NA,NA,0,-0.303738202,NA,NA,NA,NA,NA,0.007402038,NA,NA,NA,NA,NA,Synergy
Reserpine,Colistin,NA,NA,NA,NA,-0.012618038,-0.192345816,NA,NA,NA,NA,NA,0.022206113,NA,NA,NA,NA,NA,Synergy
Chloramphenicol,Tobramycin,NA,NA,NA,NA,0.02959414,0.40930075,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Ciprofloxacin,Spiramycin,NA,NA,NA,NA,-0.066225624,0.213839406,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Ciprofloxacin,Tobramycin,NA,NA,NA,NA,0.088096745,0.100013663,NA,NA,NA,NA,NA,0.047248866,NA,NA,NA,NA,NA,Antagonism
Ciprofloxacin,Nisin,NA,NA,NA,NA,0.025139698,0.189477555,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Antagonism
Ciprofloxacin,Phenformin,NA,NA,NA,NA,-0.051326966,0.124363047,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Antagonism
Doxycycline,Berberine,NA,NA,NA,NA,0.02760355,0.11849604,NA,NA,NA,NA,NA,0.039410345,NA,NA,NA,NA,NA,Antagonism
Doxycycline,Gentamicin,NA,NA,NA,NA,0.115974112,0.496331417,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Spectinomycin,Gentamicin,NA,NA,NA,NA,0.156994938,0.332925983,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Antagonism
Amikacin,Theophylline,NA,NA,NA,NA,-0.019428097,0.124160935,NA,NA,NA,NA,NA,0.032759849,NA,NA,NA,NA,NA,Antagonism
Amikacin,Bleomycin,NA,NA,NA,NA,0.073732168,0.136424226,NA,NA,NA,NA,NA,0.017734655,NA,NA,NA,NA,NA,Antagonism
Benzalkonium,Levofloxacin,NA,NA,NA,NA,-0.038528768,0.49429869,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Erythromycin,Phenformin,NA,NA,NA,NA,-0.059310883,0.102830763,NA,NA,NA,NA,NA,0.009195747,NA,NA,NA,NA,NA,Antagonism
Nitrofurantoin,A22,NA,NA,NA,NA,0.033376381,0.145439749,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
A22,Loperamide,NA,NA,NA,NA,0.068926624,0.173761517,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
A22,Minocycline,NA,NA,NA,NA,-0.057633558,0.278048243,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Minocycline,Nisin,NA,NA,NA,NA,0.035442774,0.11520516,NA,NA,NA,NA,NA,0.042321336,NA,NA,NA,NA,NA,Antagonism
Minocycline,Theophylline,NA,NA,NA,NA,-0.041714376,0.129883543,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Minocycline,Cerulenin,NA,NA,NA,NA,-0.019347876,0.110212403,NA,NA,NA,NA,NA,0.032759849,NA,NA,NA,NA,NA,Antagonism
Minocycline,Mitomycin C,NA,NA,NA,NA,0.051428801,0.174987753,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Minocycline,Berberine,NA,NA,NA,NA,0.082385494,0.185764795,NA,NA,NA,NA,NA,0.021370398,NA,NA,NA,NA,NA,Antagonism
Chlorhexidine,Puromycin,NA,NA,NA,NA,0.125061654,0.151318744,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Chlorhexidine,Azithromycin,NA,NA,NA,NA,0.164686481,0.258704613,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Chlorhexidine,Berberine,NA,NA,NA,NA,0.144913338,0.454651927,NA,NA,NA,NA,NA,0.030063019,NA,NA,NA,NA,NA,Antagonism
Chlorhexidine,Phleomycin,NA,NA,NA,NA,0.120594984,0.343914515,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Antagonism
Aztreonam,Phenformin,NA,NA,NA,NA,-0.043021416,0.27286348,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Antagonism
Clarithromycin,Azithromycin,NA,NA,NA,NA,0.084375606,0.128643308,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Antagonism
Puromycin,Cerulenin,NA,NA,NA,NA,0.033698257,0.108900206,NA,NA,NA,NA,NA,0.00546282,NA,NA,NA,NA,NA,Antagonism
Mitomycin C,Colistin,NA,NA,NA,NA,-0.013926286,0.172192767,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Antagonism
Mitomycin C,Phenformin,NA,NA,NA,NA,-0.031110861,0.117972084,NA,NA,NA,NA,NA,0.014629598,NA,NA,NA,NA,NA,Antagonism
A22,EGCG,NA,NA,NA,NA,0.020415337,0.121469601,NA,NA,NA,NA,NA,0.016260964,NA,NA,NA,NA,NA,Antagonism
Amoxicillin,Chlorhexidine,NA,NA,NA,NA,0.143799441,0.366066118,NA,NA,NA,NA,NA,0.0152207,NA,NA,NA,NA,NA,Antagonism
Chloramphenicol,Amikacin,NA,NA,NA,NA,0.095458181,0.146134489,NA,NA,NA,NA,NA,0.038747554,NA,NA,NA,NA,NA,Antagonism
Oxacillin,Chlorhexidine,NA,NA,NA,NA,0.104116858,0.403321101,NA,NA,NA,NA,NA,0.00863359,NA,NA,NA,NA,NA,Antagonism
Polymyxin B,Cefotaxime,NA,NA,NA,NA,0.085285418,0.364346571,NA,NA,NA,NA,NA,0.045293858,NA,NA,NA,NA,NA,Antagonism
Amikacin,Nisin,NA,NA,NA,NA,0.0550533,0.136634187,NA,NA,NA,NA,NA,0.041773295,NA,NA,NA,NA,NA,Antagonism
Benzalkonium,Penicillin G,NA,NA,NA,NA,-0.087576149,0.28558727,NA,NA,NA,NA,NA,0.025684932,NA,NA,NA,NA,NA,Antagonism
Benzalkonium,Linezolid,NA,NA,NA,NA,-0.045423068,0.253010466,NA,NA,NA,NA,NA,0.037250661,NA,NA,NA,NA,NA,Antagonism
Benzalkonium,Streptozotocin,NA,NA,NA,NA,-0.062594199,0.45750451,NA,NA,NA,NA,NA,0.011415525,NA,NA,NA,NA,NA,Antagonism
Cefsulodin,Nisin,NA,NA,NA,NA,0.063517433,0.295184216,NA,NA,NA,NA,NA,0.003989892,NA,NA,NA,NA,NA,Antagonism
Chlorhexidine,Bleomycin,NA,NA,NA,NA,0.058912394,0.399139902,NA,NA,NA,NA,NA,0.023287671,NA,NA,NA,NA,NA,Antagonism
Theophylline,Imipenem,NA,NA,NA,NA,0.041498518,0.217325418,NA,NA,NA,NA,NA,0.03626108,NA,NA,NA,NA,NA,Antagonism
Ciprofloxacin,Streptozotocin,NA,NA,-0.274757678,-0.445751791,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Cycloserine D,Paraquat,NA,NA,-0.417521889,-0.05287123,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Cycloserine D,Mecillinam,NA,NA,-0.671850021,-0.567793166,NA,NA,NA,NA,0.031666152,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Cycloserine D,Clarithromycin,NA,NA,-0.148530615,-0.029944999,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Cycloserine D,Imipenem,NA,NA,-0.429199992,-0.185715351,NA,NA,NA,NA,0.007031004,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Doxycycline,Spectinomycin,NA,NA,-0.390120853,-0.085795861,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Doxycycline,Benzalkonium,NA,NA,-0.535170946,-0.410022905,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Doxycycline,Colistin,NA,NA,-0.240291528,-0.254708827,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Fosfomycin,Oxacillin,NA,NA,-0.118103215,-0.058858198,NA,NA,NA,NA,0.009429431,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Fosfomycin,Mecillinam,NA,NA,-0.217734348,-0.149659643,NA,NA,NA,NA,0.005913255,0.006370634,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Fosfomycin,Nisin,NA,NA,-0.112359676,0.026309214,NA,NA,NA,NA,0.011530847,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Fosfomycin,Imipenem,NA,NA,-0.257043238,-0.157632095,NA,NA,NA,NA,0.001768535,0.024608515,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Bacitracin,Penicillin G,NA,NA,-0.138875496,-0.053732515,NA,NA,NA,NA,0.008236319,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Fusidic acid,Metformin,NA,NA,-0.731163464,-0.635003713,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Fusidic acid,Azithromycin,NA,NA,-0.315607416,-0.098001069,NA,NA,NA,NA,0.004600072,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Amikacin,Paraquat,NA,NA,-0.118640575,-0.053036449,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Amikacin,Moxifloxacin,NA,NA,-0.297272684,0.052951539,NA,NA,NA,NA,0.027345882,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Amikacin,Streptozotocin,NA,NA,-0.477237863,-0.086784971,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Benzalkonium,Metronidazole,NA,NA,-0.100857212,-0.045452901,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Cefaclor,Piperacillin,NA,NA,-0.27874853,-0.447316042,NA,NA,NA,NA,0.004600072,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Paraquat,Streptozotocin,NA,NA,-0.49562257,-0.139261226,NA,NA,NA,NA,0.001768535,0.01747098,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Procaine,Piperacillin,NA,NA,-0.469207476,-0.247003616,NA,NA,NA,NA,0.001768535,0.010039295,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Procaine,Curcumin,NA,NA,-0.136074769,-0.358400908,NA,NA,NA,NA,0.049046137,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Procaine,Acetylsalisylic acid,NA,NA,-0.142444639,0.072095588,NA,NA,NA,NA,0.038505536,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Procaine,Ciclopirox,NA,NA,-0.243011505,-0.11647058,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Procaine,Moxifloxacin,NA,NA,-0.418141195,-0.24018723,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Vanillin,Rifampicin,NA,NA,-0.157475881,-0.040513816,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Vanillin,Curcumin,NA,NA,-0.147650082,-0.184894741,NA,NA,NA,NA,0.0482126,0.003743781,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Vanillin,Streptozotocin,NA,NA,-0.154586234,-0.020932197,NA,NA,NA,NA,0.021441657,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Verapamil,Penicillin G,NA,NA,-0.232498973,-0.072872773,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Piperacillin,Mecillinam,NA,NA,-0.632539187,-0.454982791,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Nitrofurantoin,Streptozotocin,NA,NA,-0.47639702,-0.094377669,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Chlorhexidine,Rifampicin,NA,NA,-0.84342027,-0.720773875,NA,NA,NA,NA,0.001768535,0.008869882,NA,NA,NA,NA,Synergy,Synergy,NA,NA
EGCG,Rifampicin,NA,NA,-0.151152922,0.081728768,NA,NA,NA,NA,0.010482588,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
EGCG,Acetylsalisylic acid,NA,NA,-0.13865675,-0.072549575,NA,NA,NA,NA,0.031164451,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Rifampicin,Doxorubicin,NA,NA,-0.15146405,-0.045516249,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Rifampicin,Cerulenin,-0.463441668,0.235955066,-0.181786175,0.028264777,NA,NA,0.002956627,0.001463305,0.008236319,NA,NA,NA,Synergy,Antagonism,Synergy,NA,NA,NA
Rifampicin,Streptozotocin,NA,NA,-0.53202401,-0.5222296,NA,NA,NA,NA,0.014975126,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Aztreonam,Streptozotocin,NA,NA,-0.290862212,-0.036924834,NA,NA,NA,NA,0.023341795,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Cerulenin,Streptozotocin,NA,NA,-0.200235178,-0.051794281,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Fosfomycin,Cefaclor,NA,NA,-0.132592254,-0.039214735,NA,NA,NA,NA,0.001858524,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Bacitracin,Aztreonam,NA,NA,-0.205155732,0.102289514,NA,NA,NA,NA,0.005939612,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Cefotaxime,CHIR-90,NA,NA,-0.775672884,-0.065498157,NA,NA,NA,NA,0.022249401,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Cefaclor,Imipenem,NA,NA,-0.331502478,-0.331819959,NA,NA,NA,NA,0.02935065,0.041477867,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Paraquat,Tobramycin,NA,NA,-0.146494732,-0.077313514,NA,NA,NA,NA,0.011784731,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Paraquat,Meropenem,NA,NA,-0.729385346,-0.215120676,NA,NA,NA,NA,0.014083481,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Verapamil,Mecillinam,NA,NA,-0.171884831,-0.096510235,NA,NA,NA,NA,0.039981411,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Mecillinam,Aztreonam,NA,NA,-0.563749769,-0.432151149,NA,NA,NA,NA,0.001858524,0.001836122,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Mecillinam,Penicillin G,NA,NA,-0.157758866,-0.248523125,NA,NA,NA,NA,0.015228433,0.005087138,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Doxorubicin,Moxifloxacin,NA,NA,-0.115921461,0.035913117,NA,NA,NA,NA,0.048334093,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Amoxicillin,Mitomycin C,NA,NA,0.180633578,0.131922192,NA,NA,NA,NA,0.001768535,0.005087138,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Chloramphenicol,Levofloxacin,NA,NA,0.199408006,0.134739504,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Chloramphenicol,Clarithromycin,NA,NA,0.122440529,0.093192018,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Chloramphenicol,Moxifloxacin,NA,NA,0.156974149,0.272118406,NA,NA,NA,NA,0.044661731,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Ciprofloxacin,Clarithromycin,NA,NA,0.138842435,0.079402257,NA,NA,NA,NA,0.010482588,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Doxycycline,Paraquat,NA,NA,0.159971977,0.161811626,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Doxycycline,Aztreonam,NA,NA,0.217643817,0.065060211,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Doxycycline,Penicillin G,NA,NA,0.136644613,0.067391744,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Doxycycline,Clofazimine,NA,NA,0.127432829,0.195023499,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Doxycycline,Streptozotocin,NA,NA,0.185797348,0.14386336,NA,NA,NA,NA,0.045516501,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Spectinomycin,EGCG,NA,NA,0.138130415,0.094256371,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Spectinomycin,Puromycin,NA,NA,0.114891506,0.059635714,NA,NA,NA,NA,0.007031004,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Novobiocin,Phleomycin,NA,NA,0.204115384,-0.239779727,NA,NA,NA,NA,0.037875045,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Bacitracin,Reserpine,NA,NA,0.120252581,0.074557786,NA,NA,NA,NA,0.005913255,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Polymyxin B,Phleomycin,NA,NA,0.236311453,0.060225902,NA,NA,NA,NA,0.004600072,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Amikacin,Curcumin,NA,NA,0.179196758,0.092042485,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Clindamycin,Mitomycin C,NA,NA,0.13834938,0.094663517,NA,NA,NA,NA,0.014975126,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Erythromycin,Phleomycin,NA,NA,0.281538183,0.073780732,NA,NA,NA,NA,0.010482588,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Trimethoprim,Paraquat,NA,NA,0.154765466,0.164023133,NA,NA,NA,NA,0.001768535,0.003743781,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Trimethoprim,Vanillin,NA,NA,0.135623219,0.117502929,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Trimethoprim,Piperacillin,NA,NA,0.126745567,0.180282662,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Trimethoprim,Metformin,NA,NA,0.224133085,0.126628491,NA,NA,NA,NA,0.001768535,0.044349411,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Paraquat,Levofloxacin,NA,NA,0.690536208,0.62232727,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Paraquat,Metformin,NA,NA,0.122914248,0.056758887,NA,NA,NA,NA,0.049873905,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Paraquat,Phleomycin,NA,NA,0.409195411,0.11110156,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Procaine,Mitomycin C,-0.120146839,0.331346923,0.144786413,0.04395586,-0.233394191,0.166802062,0.03203013,0.001463305,0.001768535,NA,0.002089943,0.002815025,Synergy,Antagonism,Antagonism,NA,Synergy,Antagonism
Vanillin,Piperacillin,NA,NA,0.100743098,0.119815816,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Vanillin,Mecillinam,NA,NA,0.327593203,0.292061726,NA,NA,NA,NA,0.001768535,0.006370634,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Piperacillin,Reserpine,NA,NA,0.105057125,-0.097854891,NA,NA,NA,NA,0.038505536,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Nitrofurantoin,Mitomycin C,NA,NA,0.14582575,0.124201735,-0.10712745,0.191550923,NA,NA,0.001768535,0.002167452,0.003779074,0.002815025,NA,NA,Antagonism,Antagonism,Synergy,Antagonism
Mecillinam,Mitomycin C,-0.167520308,0.133856118,0.215169412,0.029553949,NA,NA,0.001666307,0.010009416,0.001768535,NA,NA,NA,Synergy,Antagonism,Antagonism,NA,NA,NA
Penicillin G,Clarithromycin,NA,NA,0.164008538,0.058779029,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Penicillin G,Mitomycin C,NA,NA,0.172560948,0.137631473,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Clarithromycin,Puromycin,NA,NA,0.105304359,0.062359382,NA,NA,NA,NA,0.029277541,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Bleomycin,Mitomycin C,NA,NA,0.117816086,0.047941482,NA,NA,NA,NA,0.005913255,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Doxycycline,Bacitracin,NA,NA,0.100595189,0.073372828,NA,NA,NA,NA,0.033447983,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Penicillin G,Puromycin,NA,NA,0.103789057,0.075566895,NA,NA,NA,NA,0.038668622,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Amoxicillin,Polymyxin B,NA,NA,0.147438772,0.070896557,NA,NA,NA,NA,0.044493405,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Chloramphenicol,Paraquat,NA,NA,0.175077382,0.137241925,NA,NA,NA,NA,0.014642604,0.01717808,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Ciprofloxacin,Erythromycin,NA,NA,0.101690354,0.101833679,NA,NA,NA,NA,0.02725941,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Cycloserine D,Tobramycin,NA,NA,0.775164562,-0.04188779,NA,NA,NA,NA,0.001661372,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Novobiocin,CHIR-90,NA,NA,0.67578899,-0.122719635,NA,NA,NA,NA,0.029825589,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Amikacin,Loperamide,NA,NA,0.278392319,0.056214236,NA,NA,NA,NA,0.001661372,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Benzalkonium,Tobramycin,NA,NA,0.8079657,0.078664256,NA,NA,NA,NA,0.001661372,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Cefaclor,Colistin,NA,NA,0.825116516,0.653008271,NA,NA,NA,NA,0.001661372,0.023532341,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Cefsulodin,A22,NA,NA,0.348816931,0.217896646,NA,NA,NA,NA,0.001661372,0.016521664,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Paraquat,CCCP,NA,NA,0.154642287,0.065217461,NA,NA,NA,NA,0.001661372,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Nitrofurantoin,Mecillinam,NA,NA,0.344400853,0.158693047,NA,NA,NA,NA,0.020936682,0.019543808,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Amoxicillin,Imipenem,NA,NA,-0.157550957,-0.321397596,NA,NA,NA,NA,NA,0.031406976,NA,NA,NA,NA,NA,Synergy,NA,NA
Chloramphenicol,CCCP,NA,NA,-0.047202556,-0.12482091,NA,NA,NA,NA,NA,0.005087138,NA,NA,NA,NA,NA,Synergy,NA,NA
Chloramphenicol,Cephalexin,NA,NA,-0.044273615,-0.104142634,NA,NA,NA,NA,NA,0.042934004,NA,NA,NA,NA,NA,Synergy,NA,NA
Cycloserine D,Meropenem,NA,NA,-0.15741714,-0.502009867,NA,NA,NA,NA,NA,0.030642999,NA,NA,NA,NA,NA,Synergy,NA,NA
Fosfomycin,Amikacin,NA,NA,-0.110823833,-0.127174145,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
Oxacillin,A22,NA,NA,-0.053789699,-0.10106654,NA,NA,NA,NA,NA,0.005087138,NA,NA,NA,NA,NA,Synergy,NA,NA
Novobiocin,Mecillinam,NA,NA,-0.041625843,-0.164884467,NA,NA,NA,NA,NA,0.036300814,NA,NA,NA,NA,NA,Synergy,NA,NA
Novobiocin,Tobramycin,NA,NA,-0.048199843,-0.214013797,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
Novobiocin,Metformin,NA,NA,-0.161048669,-0.367893804,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
Polymyxin B,Cerulenin,NA,NA,-0.116935285,-0.223927945,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
Fusidic acid,Tobramycin,NA,NA,-0.108289392,-0.223147299,NA,NA,NA,NA,NA,0.003743781,NA,NA,NA,NA,NA,Synergy,NA,NA
Amikacin,Cefaclor,NA,NA,-0.114933135,-0.164919759,NA,NA,NA,NA,NA,0.011087353,NA,NA,NA,NA,NA,Synergy,NA,NA
Cefaclor,Tobramycin,NA,NA,0.043468049,-0.278992976,NA,NA,NA,NA,NA,0.023532341,NA,NA,NA,NA,NA,Synergy,NA,NA
Trimethoprim,EGCG,NA,NA,-0.07454022,-0.160957764,NA,NA,NA,NA,NA,0.005087138,NA,NA,NA,NA,NA,Synergy,NA,NA
Trimethoprim,Streptozotocin,NA,NA,-0.113101893,-0.123256204,NA,NA,NA,NA,NA,0.040586916,NA,NA,NA,NA,NA,Synergy,NA,NA
Procaine,Cerulenin,NA,NA,-0.055442763,-0.124233206,NA,NA,NA,NA,NA,0.044349411,NA,NA,NA,NA,NA,Synergy,NA,NA
CCCP,Chlorhexidine,NA,NA,-0.1456093,-0.335997132,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
CCCP,Rifampicin,NA,NA,-0.094817182,-0.168803259,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
CCCP,Clarithromycin,NA,NA,-0.085455132,-0.1032972,NA,NA,NA,NA,NA,0.003743781,NA,NA,NA,NA,NA,Synergy,NA,NA
A22,Penicillin G,NA,NA,-0.093585884,-0.220256659,NA,NA,NA,NA,NA,0.032402574,NA,NA,NA,NA,NA,Synergy,NA,NA
Loperamide,CHIR-90,NA,NA,0.100314333,-0.305669263,NA,NA,NA,NA,NA,0.006370634,NA,NA,NA,NA,NA,Synergy,NA,NA
Minocycline,CHIR-90,NA,NA,-0.013201144,-0.368188239,NA,NA,NA,NA,NA,0.033134618,NA,NA,NA,NA,NA,Synergy,NA,NA
Chlorhexidine,Clarithromycin,NA,NA,-0.487489021,-0.613482494,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Synergy,NA,NA
EGCG,Reserpine,NA,NA,-0.069427508,-0.107097571,NA,NA,NA,NA,NA,0.005087138,NA,NA,NA,NA,NA,Synergy,NA,NA
Rifampicin,Caffeine,NA,NA,-0.126555452,-0.105900089,NA,NA,NA,NA,NA,0.013345888,NA,NA,NA,NA,NA,Synergy,NA,NA
Rifampicin,Acetylsalisylic acid,-0.290571043,0.170073254,-0.143649246,-0.14060598,NA,NA,0.002956627,0.010009416,NA,0.014283707,NA,NA,Synergy,Antagonism,NA,Synergy,NA,NA
