Combination	Bliss_interaction_score	p_adjusted	Strain	Type	Screen
Atorvastatin_PenicillinG	0.432746081386438	0.0026742423796836	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Atorvastatin_Phleomycin	-0.0774335368609191	0.897627998757303	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Paraquat	-0.0630637213803476	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Procaine	-0.0991598038077245	0.165864681543373	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Pristinamycin	-0.0867285265755141	0.249392203636779	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Puromycin	-0.056385193753238	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Pyocyanin	-0.301043202699473	0.469526817810022	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Rifampicin	0.0914215723030024	0.211292860351271	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Sulfamethoxazol	0.0604197003776878	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Spectinomycin	0.0883630447302964	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Streptomycin	0.215855486450384	0.261247114725147	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Streptozotocin	0.140280080375157	0.374570378013745	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Teicoplanin	-0.0803767681256191	0.743856533566698	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Telithromycin	0.320909195690567	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Tigecycline	-0.0479418738426752	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Trimethoprim	0.452283197675198	0.0026742423796836	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Atorvastatin_Triclosan	0.0501355228342138	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Tedizolid	0.284864281241397	0.0625104156251041	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_U1	-0.0684842587976086	0.601641562688317	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Vancomycin	-0.0512464340253826	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Atorvastatin_Virginiamycin M1	-0.0364227827563907	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Benzbromarone	-0.0553754844817346	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Caffeine	0.207730224687391	0.0845494786314726	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Celecoxib	0.0953036379715427	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Cilnidipine	-0.450915080101431	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Clomiphene	-0.106898218102956	0.939443393705389	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Clopidogrel	-0.0516382013291058	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Chlorpromazine	-0.132746438569135	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Diflunisal	0.0690838884591341	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Diacerein	-0.461110835134928	0.0172640963751726	S. aureus DSM 20231	synergy	non_antibiotic_screen
Auranofin_Entacapone	-0.0912622011034394	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Estradiol	-0.0824521363087772	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Felodipine	0.0671273474827531	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Gefitinib	-0.0675571004048834	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Hexestrol	-0.0655887256484762	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Ibuprofen	0.145963447144782	0.6620504130345	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Loratadine	0.0598188650289616	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Losartan	0.0851165383864862	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Loxapine	-0.113168437729482	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Meclizine	-0.147178205300235	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Montelukast	-0.156589944274536	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Methylprednisolone	0.137480038891322	0.0129891772727489	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Auranofin_Mesalamine	0.0847620514346892	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Metformin	-0.130756879420206	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Methotrexate	0.188831264005885	0.38053478602757	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Naphazoline	0.0535020967114557	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Nicotine	0.169051686028942	0.491377812573351	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Omeprazole	0.247593840632174	0.228210842282108	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Oxymetazoline	0.0767095101989151	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Promethazine	0.102572947437542	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Quercetin	-0.0668619825512115	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Salmeterol	0.0504679158362025	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Spironolactone	0.144724094035361	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Sucrose	0.113975793709522	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Tamoxifene	0.147282778376146	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Thymol	0.241154679415875	0.624014310897679	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Ticagrelor	-0.144124885390697	0.436335702223136	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Tiratricol	0.0666686470449635	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Telmisartan	-0.102833202665729	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Tolfenamic	-0.0357864970266352	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Troglitazone	0.0630118041144863	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Auranofin_Verapamil	0.148496400318511	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Benzbromarone	0.0446863674021593	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Caffeine	0.0676724143367743	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Celecoxib	-0.08714570199581	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Cilnidipine	0.10382228014125	0.0966668245456156	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Clomiphene	-0.0409866052334195	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Clopidogrel	0.0607860070046485	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Chlorpromazine	0.06312325204589	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Diflunisal	-0.146494317317478	0.041654947805712	S. aureus DSM 20231	synergy	non_antibiotic_screen
Azithromycin_Diacerein	0.123990860991395	0.429080687436874	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Entacapone	0.0815418541958745	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Estradiol	0.0876030409209936	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Felodipine	-0.0700046590127951	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Gefitinib	0.117610447550332	0.897627998757303	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Hexestrol	0.15916159645066	0.0795587107955871	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Ibuprofen	0.140822632477674	0.871300338637815	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Loratadine	0.0627569046067978	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Losartan	0.0907019918483281	0.967923276087443	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Loxapine	-0.146438806300137	0.0314188476440314	S. aureus DSM 20231	synergy	non_antibiotic_screen
Azithromycin_Meclizine	0.0423185295687804	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Montelukast	0.112556222681781	0.79686815066855	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Methylprednisolone	0.0560774089449748	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Mesalamine	0.0617737164333712	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Metformin	0.0331180986954533	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Methotrexate	0.0755434684313607	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Naphazoline	-0.0928194110722237	0.18799201160965	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Nicotine	-0.0379687259867746	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Omeprazole	0.217152295219206	0.608002751126757	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Oxymetazoline	-0.0588356518001861	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Promethazine	-0.0996211499346686	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Quercetin	-0.217176739941797	0.19566896643669	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Salmeterol	0.0506627482558481	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Spironolactone	-0.114114697018269	0.788937063740436	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Sucrose	0.0666047862688804	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Tamoxifene	0.0832712863858	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Thymol	-0.152459283884897	0.746635156677969	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Ticagrelor	-0.18474632073992	0.133860688005274	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Tiratricol	-0.0352614646472049	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Telmisartan	-0.0565520704949809	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Tolfenamic	-0.294027218053325	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Azithromycin_Troglitazone	-0.0772090598640273	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Azithromycin_Verapamil	0.0493427961002621	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Benzbromarone	0.0694047885634682	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Caffeine	-0.174945015302594	0.406803081687992	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Celecoxib	-0.0857094380694258	0.613527501738991	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Cilnidipine	-0.249400077152965	0.212861401198381	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Clomiphene	-0.230640047754389	0.0799859863637696	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Clopidogrel	0.210418725822414	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Chlorpromazine	-0.0993789892350298	0.615314739712471	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Diflunisal	0.057023565344129	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Diacerein	-0.162839044286779	0.608002751126757	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Entacapone	0.0976529729302499	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Estradiol	0.0920122817064799	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Felodipine	0.16025733610085	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Gefitinib	0.14649516337892	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Hexestrol	-0.227891662742898	0.8186701329867	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Ibuprofen	-0.0801672971852781	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Loratadine	-0.259388219250568	0.087926738461685	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Losartan	0.0872419151748373	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Loxapine	0.0373674924377285	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Meclizine	0.113069680794928	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Montelukast	-0.267883982354802	0.2715157055723	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Methylprednisolone	-0.309086532996617	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Bacitracin_Mesalamine	-0.0601951251673415	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Metformin	0.0960840518942959	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Methotrexate	-0.207282520001682	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Naphazoline	0.197705586253819	0.601641562688317	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Nicotine	-0.0615018133278416	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Omeprazole	0.151313420608245	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Oxymetazoline	0.107777378334596	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Promethazine	0.319952298765627	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Quercetin	-0.0467048239744545	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Salmeterol	0.13406195925301	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Spironolactone	0.0919526731512936	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Sucrose	-0.0466580628170365	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Tamoxifene	-0.0601325811073874	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Thymol	-0.327050849881792	0.312939255524997	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Ticagrelor	-0.268262599719136	0.0503769442875532	S. aureus DSM 20231	synergy	non_antibiotic_screen
Bacitracin_Tiratricol	0.372979658641768	0.0899465608994656	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Telmisartan	-0.0435167082658772	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Tolfenamic	-0.130542219200332	0.208674693888314	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Troglitazone	0.0845916724196479	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Bacitracin_Verapamil	0.117903278595502	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzalkonium_Benzbromarone	0.0428740092177125	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_CCCP	-0.117150237043798	0.0253395425484774	S. aureus DSM 20231	synergy	non_antibiotic_screen
Benzbromarone_Chloramphenicol	0.130869044081279	0.625602795242411	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Ciprofloxacin	0.0566268754028554	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Clavulanic	0.0304101593350871	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Clindamycin	0.043279829032013	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Clarithromycin	0.0691986232281796	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Clortetracycline	0.0975715812662281	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Cefotaxime	-0.050774505676772	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Cefuroxime	0.0553602927162193	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Daptomycin	0.0773624144867182	0.735151100274587	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_CycloserineD	-0.123080376599951	0.00470297797806426	S. aureus DSM 20231	synergy	non_antibiotic_screen
Benzbromarone_Doxycycline	0.0609683716317972	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Doxorubicin	-0.0434347598470709	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_EGCG	-0.136632771223433	0.0246574212635234	S. aureus DSM 20231	synergy	non_antibiotic_screen
Benzbromarone_Erythromycin	0.056499587932504	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Cefepime	0.0537177043809507	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Fosfomycin	0.0486067508524846	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Fusidic acid	-0.0414785418488243	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Gentamicin	0.212273584301317	0.00820369090910458	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Benzbromarone_Imipenem	-0.0328991905168248	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Levofloxacin	0.0357426583428035	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Cephalexin	0.0280158385857752	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Lincomycin	0.100236247578302	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Loperamide	0.250923816344757	0.174420867772378	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Linezolid	0.0977269388935598	0.980992150218085	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Miconazole	-0.0416486915428739	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_MitomycinC	-0.0654242195566793	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Metronidazole	0.0364947887556879	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Pseudomonic acid	-0.0431364908799656	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Moxifloxacin	-0.0523751183635741	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Nitrofurantoin	-0.0443212875487946	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Nisin	0.0778718651694478	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Novobiocin	-0.0536094612502093	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Oritavancin	0.0478507177907226	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Oxacillin	0.0364947887556879	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_PenicillinG	0.0478131554737318	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Phleomycin	0.0557049912126358	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Paraquat	-0.0444038202862515	0.83060522776551	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Procaine	-0.0369046624153964	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Pristinamycin	-0.0377098892672581	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Puromycin	0.0336131894014251	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Pyocyanin	-0.0590159508708429	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Rifampicin	0.0515142933864589	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Sulfamethoxazol	-0.0413943704678626	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Spectinomycin	0.0358867196319286	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Streptomycin	0.164886402995986	0.145478785454788	S. aureus DSM 20231	neutral	non_antibiotic_screen
Benzbromarone_Streptozotocin	-0.0963823217251051	0.305432871347012	S. aureus DSM 20231	neutral	non_antibiotic_screen
