Drug A,Drug B,organism ,value,type,method,PMID
Ampicillin/Sulbactam,Amikacin,Multidrug-resistant Escherichia coli,1,Additivity,FICI,29872329
Ampicillin/Sulbactam,Meropenem,Multidrug-resistant Escherichia coli,1,Additivity,FICI,29872329
Ampicillin/Sulbactam,Ceftriaxone,Multidrug-resistant Klebsiella ornithinolytica,0.5,Synergy,FICI,29872329
Ampicillin/Sulbactam,Amikacin,Multidrug-resistant Klebsiella ornithinolytica,0.75,Additivity,FICI,29872329
Ampicillin/Sulbactam,Meropenem,Multidrug-resistant Klebsiella ornithinolytica,1.2,Indifference,FICI,29872329
Ampicillin/Sulbactam,Ceftriaxone,Multidrug-resistant Klebsiella oxytoca,0.35,Synergy,FICI,29872329
Ampicillin/Sulbactam,Amikacin,Multidrug-resistant Klebsiella oxytoca,1.1,Indifference,FICI,29872329
Ampicillin/Sulbactam,Meropenem,Multidrug-resistant Klebsiella oxytoca,1,Additivity,FICI,29872329
Ampicillin/Sulbactam,Ceftriaxone,Multidrug-resistant Klebsiella pneumoniae,0.2,Synergy,FICI,29872329
Ampicillin/Sulbactam,Amikacin,Multidrug-resistant Klebsiella pneumoniae,2,Indifference,FICI,29872329
Ampicillin/Sulbactam,Meropenem,Multidrug-resistant Klebsiella pneumoniae,1,Additivity,FICI,29872329
Ampicillin/Sulbactam,Ceftriaxone,Multidrug-resistant Pseudomonas aeruginosa,0.29,Synergy,FICI,29872329
Ampicillin/Sulbactam,Amikacin,Multidrug-resistant Pseudomonas aeruginosa,0.04,Synergy,FICI,29872329
Ampicillin/Sulbactam,Meropenem,Multidrug-resistant Pseudomonas aeruginosa,1,Additivity,FICI,29872329
Ampicillin/Sulbactam,Amikacin,Proteus,1.25,Indifferent,FICI,28207768
Ampicillin/Sulbactam,Levofloxacin,Proteus,5,Antagonism,FICI,28207768
Ampicillin,Gentamicin,Pseudomonas aeruginosa PA14,1.9,Indifferent,FICI,32941420
Ampicillin,Ciprofloxacin,Pseudomonas aeruginosa PA14,1.72,Indifferent,FICI,32941420
Ampicillin,Cefotaxime,Pseudomonas aeruginosa PA14,1.78,Indifferent,FICI,32941420
Ampicillin,Gentamicin,Staphylococcus aureus ATCC29213,1.08,Indifferent,FICI,32941420
Ampicillin,Ciprofloxacin,Staphylococcus aureus ATCC29213,1.79,Indifferent,FICI,32941420
Ampicillin,Cefotaxime,Staphylococcus aureus ATCC29213,1.11,Indifferent,FICI,32941420
Ampicillin,Ciprofloxacin,Acinetobacter baumannii,0.97,Additivity,FICI,32845920
Ampicillin,Levofloxacin,Acinetobacter baumannii,1.34,Indifferent,FICI,32845920
Ampicillin,Ciprofloxacin,Acinetobacter baumannii ATCC BAA-1710,2,Indifferent,FICI,33972678
Ampicillin,Nalidixic Acid,Acinetobacter baumannii ATCC BAA-1710,2,Indifferent,FICI,33972678
Ampicillin,Rifampicin,Escherichia coli BW25113,-1,Synergy,Loewe,26956793
Ampicillin,Aztreonam,Escherichia coli BW25113,-0.99,Synergy,Loewe,26956793
Ampicillin,Gentamicin,Listeria monocytogenes ATCC51774,0.37,Synergy,FICI,19291208
Azithromycin,Rifabutin,Haemophilus ducreyi 35000,0.75,Additivity,FICI,16046468
Azithromycin,Rifabutin,Haemophilus ducreyi RO34,1.08,Indifferent,FICI,16046468
Azithromycin,Rifabutin,Haemophilus ducreyi RO40,0.69,Additivity,FICI,16046468
Azithromycin,Cefixime,Haemophilus influenzae,0.44,Synergy,FICI,25859454
Azithromycin,Minocycline,Klebsiella pneumoniae,0.38,Synergy,FICI,31353294
Azithromycin,Cefixime,Klebsiella pneumoniae,0.38,Synergy,FICI,25859454
Azithromycin,Cefixime,Moraxella catarrhalis,0.47,Synergy,FICI,25859454
Azithromycin,Minocycline,Pseudomonas aeruginosa,0.53,Additivity,FICI,31353294
Azithromycin,Minocycline,Staphylococcus aureus,0.31,Synergy,FICI,31353294
Azithromycin,Cefixime,Streptococcus pneumoniae,0.47,Synergy,FICI,25859454
Azithromycin,Fosfomycin,Escherichia coli BW25113,0.23,Additivity,Bliss,29973719
Azithromycin,Novobiocin,Escherichia coli BW25113,0.09,Additivity,Bliss,29973719
Azithromycin,Levofloxacin,Escherichia coli BW25113,0.06,Additivity,Bliss,29973719
Azithromycin,Doxycycline,Escherichia coli BW25113,-0.08,Additivity,Bliss,29973719
Azithromycin,Trimethoprim,Escherichia coli BW25113,0.09,Additivity,Bliss,29973719
Azithromycin,Mecillinam,Escherichia coli BW25113,0.38,Antagonism,Bliss,29973719
Azithromycin,Aztreonam,Escherichia coli BW25113,0.18,Antagonism,Bliss,29973719
Azithromycin,Amikacin,Escherichia coli BW25113,0.2,Antagonism,Bliss,29973719
Azithromycin,Pyocyanin,Escherichia coli BW25113,0.22,Antagonism,Bliss,29973719
Azithromycin,Doxycycline,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Azithromycin,Amikacin,Escherichia coli iAi1,0.04,Additivity,Bliss,29973719
Azithromycin,Mecillinam,Escherichia coli iAi1,0.32,Antagonism,Bliss,29973719
Azithromycin,Aztreonam,Escherichia coli iAi1,0.23,Antagonism,Bliss,29973719
Azithromycin,Fosfomycin,Escherichia coli iAi1,0.24,Antagonism,Bliss,29973719
Azithromycin,Novobiocin,Escherichia coli iAi1,0.22,Antagonism,Bliss,29973719
Azithromycin,Levofloxacin,Escherichia coli iAi1,0.12,Antagonism,Bliss,29973719
Azithromycin,Trimethoprim,Escherichia coli iAi1,0.19,Antagonism,Bliss,29973719
Azithromycin,Pyocyanin,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Azithromycin,Ceftriaxone,Haemophilus ducreyi 35000,1.5,Indifferent,FICI,16046468
Azithromycin,Streptomycin,Haemophilus ducreyi 35000,1.5,Indifferent,FICI,16046468
Azithromycin,Ceftriaxone,Haemophilus ducreyi RO34,1.5,Indifferent,FICI,16046468
Azithromycin,Streptomycin,Haemophilus ducreyi RO34,1.5,Indifferent,FICI,16046468
Azithromycin,Ceftriaxone,Haemophilus ducreyi RO40,1.5,Indifferent,FICI,16046468
Azithromycin,Streptomycin,Haemophilus ducreyi RO40,1.5,Indifferent,FICI,16046468
Azithromycin,Spectinomycin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Azithromycin,Gentamicin,Neisseria gonorrhoeae,1.5,Indifferent,FICI,28876284
Azithromycin,Cefixime,Neisseria gonorrhoeae,1.26,Indifferent,FICI,24468865
Azithromycin,Ceftriaxone,Neisseria gonorrhoeae,1.25,Indifferent,FICI,24468865
Azithromycin,Amikacin,Pseudomonas aeruginosa PA14,0.41,Antagonism,Bliss,29973719
Azithromycin,Spectinomycin,Pseudomonas aeruginosa PA14,0.12,Additivity,Bliss,29973719
Azithromycin,Cefsulodin,Pseudomonas aeruginosa PA14,0.1,Additivity,Bliss,29973719
Azithromycin,Nitrofurantoin,Pseudomonas aeruginosa PA14,0.05,Additivity,Bliss,29973719
Azithromycin,Tobramycin,Pseudomonas aeruginosa PA14,0.1,Additivity,Bliss,29973719
Azithromycin,Rifampicin,Pseudomonas aeruginosa PA14,0.06,Additivity,Bliss,29973719
Azithromycin,Chlorhexidine,Pseudomonas aeruginosa PA14,0.26,Antagonism,Bliss,29973719
Azithromycin,Clarithromycin,Pseudomonas aeruginosa PA14,0.13,Antagonism,Bliss,29973719
Azithromycin,Ciprofloxacin,Pseudomonas aeruginosa PA14,0.14,Antagonism,Bliss,29973719
Azithromycin,Erythromycin,Pseudomonas aeruginosa PA14,0.11,Antagonism,Bliss,29973719
Azithromycin,Minocycline,Pseudomonas aeruginosa PA14,0.21,Antagonism,Bliss,29973719
Azithromycin,Amikacin,Pseudomonas aeruginosa PAO1,0.69,Antagonism,Bliss,29973719
Azithromycin,Spectinomycin,Pseudomonas aeruginosa PAO1,0.12,Antagonism,Bliss,29973719
Azithromycin,Cefsulodin,Pseudomonas aeruginosa PAO1,0.26,Antagonism,Bliss,29973719
Azithromycin,Nitrofurantoin,Pseudomonas aeruginosa PAO1,0.12,Antagonism,Bliss,29973719
Azithromycin,Tobramycin,Pseudomonas aeruginosa PAO1,0.55,Antagonism,Bliss,29973719
Azithromycin,Rifampicin,Pseudomonas aeruginosa PAO1,0.25,Antagonism,Bliss,29973719
Azithromycin,Chlorhexidine,Pseudomonas aeruginosa PAO1,0.16,Additivity,Bliss,29973719
Azithromycin,Clarithromycin,Pseudomonas aeruginosa PAO1,0.08,Additivity,Bliss,29973719
Azithromycin,Ciprofloxacin,Pseudomonas aeruginosa PAO1,0.28,Antagonism,Bliss,29973719
Azithromycin,Erythromycin,Pseudomonas aeruginosa PAO1,0.11,Antagonism,Bliss,29973719
Azithromycin,Minocycline,Pseudomonas aeruginosa PAO1,0.15,Antagonism,Bliss,29973719
Azithromycin,Doxycycline,Salmonella typhimurium 14028,0.07,Additivity,Bliss,29973719
Azithromycin,Trimethoprim,Salmonella typhimurium 14028,0.17,Antagonism,Bliss,29973719
Azithromycin,Fusidic Acid,Salmonella typhimurium 14028,-0.1,Additivity,Bliss,29973719
Azithromycin,Puromycin,Salmonella typhimurium 14028,0.13,Antagonism,Bliss,29973719
Azithromycin,Pyocyanin,Salmonella typhimurium 14028,0.24,Antagonism,Bliss,29973719
Azithromycin,Doxycycline,Salmonella typhimurium LT2,-0.26,Synergy,Bliss,29973719
Azithromycin,Trimethoprim,Salmonella typhimurium LT2,0.12,Additivity,Bliss,29973719
Azithromycin,Fusidic Acid,Salmonella typhimurium LT2,-0.32,Synergy,Bliss,29973719
Azithromycin,Puromycin,Salmonella typhimurium LT2,0.04,Additivity,Bliss,29973719
Azithromycin,Pyocyanin,Salmonella typhimurium LT2,-0.1,Additivity,Bliss,29973719
Azlocillin,Gentamicin,Pseudomonas aeruginosa,1,Additivity,FICI,33582141
Azlocillin,Ciprofloxacin,Pseudomonas aeruginosa,0.38,Synergy,FICI,33582141
Azlocillin,Gentamicin,Pseudomonas aeruginosa,1,Additivity,FICI,33582141
Aztreonam,Cefotaxime,Enterobacter cloacae,0.04,Synergy,FICI,29800664
Aztreonam,Penicillin G,Escherichia coli BW25113,-0.24,Synergy,Bliss,29973719
Aztreonam,Doxorubicin,Escherichia coli BW25113,-0.13,Synergy,Bliss,29973719
Aztreonam,Puromycin,Escherichia coli BW25113,0.17,Additivity,Bliss,29973719
Aztreonam,Colistin,Escherichia coli BW25113,0.19,Additivity,Bliss,29973719
Aztreonam,Gentamicin,Escherichia coli BW25113,0.09,Additivity,Bliss,29973719
Aztreonam,Bleomycin,Escherichia coli BW25113,0.21,Antagonism,Bliss,29973719
Aztreonam,Azithromycin,Escherichia coli BW25113,0.18,Antagonism,Bliss,29973719
Aztreonam,Pyocyanin,Escherichia coli BW25113,0.33,Antagonism,Bliss,29973719
Aztreonam,Fusidic Acid,Escherichia coli BW25113,-0.99,Synergy,Loewe,26956793
Aztreonam,Clindamycin,Escherichia coli BW25113,-0.91,Synergy,Loewe,26956793
Aztreonam,Ampicillin,Escherichia coli BW25113,-0.99,Synergy,Loewe,26956793
Aztreonam,Vancomycin,Escherichia coli BW25113,-0.87,Synergy,Loewe,26956793
Aztreonam,Gentamicin,Escherichia coli BW25113,-0.75,Synergy,Loewe,26956793
Aztreonam,Chloramphenicol,Escherichia coli BW25113,-0.73,Synergy,Loewe,26956793
Aztreonam,Trimethoprim,Escherichia coli BW25113,-0.43,Synergy,Loewe,26956793
Aztreonam,Ciprofloxacin,Escherichia coli BW25113,-0.2,Additivity,Loewe,26956793
Aztreonam,Nitrofurantoin,Escherichia coli BW25113,0.28,Additivity,Loewe,26956793
Aztreonam,Rifampicin,Escherichia coli BW25113,0.99,Antagonism,Loewe,26956793
Aztreonam,Penicillin G,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Aztreonam,Doxorubicin,Escherichia coli iAi1,-0.13,Additivity,Bliss,29973719
Aztreonam,Bleomycin,Escherichia coli iAi1,0.14,Additivity,Bliss,29973719
Aztreonam,Azithromycin,Escherichia coli iAi1,0.23,Antagonism,Bliss,29973719
Aztreonam,Puromycin,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Aztreonam,Colistin,Escherichia coli iAi1,0.49,Antagonism,Bliss,29973719
Aztreonam,Gentamicin,Escherichia coli iAi1,0.33,Antagonism,Bliss,29973719
Aztreonam,Pyocyanin,Escherichia coli iAi1,0.18,Antagonism,Bliss,29973719
Aztreonam,Colistin,Pseudomonas aeruginosa PA14,0.13,Additivity,Bliss,29973719
Aztreonam,Puromycin,Pseudomonas aeruginosa PA14,0.14,Antagonism,Bliss,29973719
Aztreonam,Clarithromycin,Pseudomonas aeruginosa PA14,-0.19,Additivity,Bliss,29973719
Aztreonam,Lmipenem,Pseudomonas aeruginosa PA14,-0.24,Synergy,Bliss,29973719
Aztreonam,Colistin,Pseudomonas aeruginosa PAO1,0.17,Antagonism,Bliss,29973719
Aztreonam,Puromycin,Pseudomonas aeruginosa PAO1,0.08,Additivity,Bliss,29973719
Aztreonam,Clarithromycin,Pseudomonas aeruginosa PAO1,-0.31,Synergy,Bliss,29973719
Aztreonam,Lmipenem,Pseudomonas aeruginosa PAO1,0.41,Antagonism,Bliss,29973719
Aztreonam,Gentamicin,Salmonella typhimurium 14028,0.18,Antagonism,Bliss,29973719
Aztreonam,Pyocyanin,Salmonella typhimurium 14028,0.87,Antagonism,Bliss,29973719
Aztreonam,Gentamicin,Salmonella typhimurium LT2,-0.06,Additivity,Bliss,29973719
Aztreonam,Pyocyanin,Salmonella typhimurium LT2,0.67,Antagonism,Bliss,29973719
Aztreonam,Fosfomycin,Enterobacteriaceae,1.25,Indifferent,FICI,31213392
Aztreonam,Cefsulodin,Escherichia coli BW25113,-0.56,Synergy,Bliss,29973719
Aztreonam,Amoxycillin,Escherichia coli BW25113,-0.52,Synergy,Bliss,29973719
Aztreonam,Cefaclor,Escherichia coli BW25113,-0.6,Synergy,Bliss,29973719
Aztreonam,Oxacillin,Escherichia coli BW25113,-0.1,Additivity,Bliss,29973719
Aztreonam,Cefotaxime,Escherichia coli BW25113,-0.16,Additivity,Bliss,29973719
Aztreonam,Clindamycin,Escherichia coli BW25113,0.09,Additivity,Bliss,29973719
Aztreonam,Levofloxacin,Escherichia coli BW25113,0.04,Additivity,Bliss,29973719
Aztreonam,Trimethoprim,Escherichia coli BW25113,0.11,Additivity,Bliss,29973719
Aztreonam,Novobiocin,Escherichia coli BW25113,0.28,Antagonism,Bliss,29973719
Aztreonam,Rifampicin,Escherichia coli BW25113,0.24,Antagonism,Bliss,29973719
Aztreonam,Spectinomycin,Escherichia coli BW25113,0.25,Antagonism,Bliss,29973719
Aztreonam,Oxacillin,Escherichia coli iAi1,-0.16,Synergy,Bliss,29973719
Aztreonam,Cefotaxime,Escherichia coli iAi1,-0.34,Synergy,Bliss,29973719
Aztreonam,Cefsulodin,Escherichia coli iAi1,-0.41,Synergy,Bliss,29973719
Aztreonam,Amoxycillin,Escherichia coli iAi1,-0.29,Synergy,Bliss,29973719
Aztreonam,Cefaclor,Escherichia coli iAi1,-0.54,Synergy,Bliss,29973719
Aztreonam,Novobiocin,Escherichia coli iAi1,0.17,Antagonism,Bliss,29973719
Aztreonam,Clindamycin,Escherichia coli iAi1,0.13,Antagonism,Bliss,29973719
Aztreonam,Levofloxacin,Escherichia coli iAi1,0.16,Antagonism,Bliss,29973719
Aztreonam,Rifampicin,Escherichia coli iAi1,0.25,Antagonism,Bliss,29973719
Aztreonam,Trimethoprim,Escherichia coli iAi1,0.24,Antagonism,Bliss,29973719
Aztreonam,Spectinomycin,Escherichia coli iAi1,0.14,Additivity,Bliss,29973719
Aztreonam,Levofloxacin,Pseudomonas aeruginosa,1,Additivity,FICI,33582141
Aztreonam,Ciprofloxacin,Pseudomonas aeruginosa,nan,Synergy,FICI,2508546
Aztreonam,Cefsulodin,Pseudomonas aeruginosa PA14,-0.55,Synergy,Bliss,29973719
Aztreonam,Erythromycin,Pseudomonas aeruginosa PA14,-0.2,Additivity,Bliss,29973719
Aztreonam,Spectinomycin,Pseudomonas aeruginosa PA14,-0.2,Synergy,Bliss,29973719
Aztreonam,Tobramycin,Pseudomonas aeruginosa PA14,-0.4,Synergy,Bliss,29973719
Aztreonam,Piperacillin,Pseudomonas aeruginosa PA14,-0.45,Synergy,Bliss,29973719
Aztreonam,Amikacin,Pseudomonas aeruginosa PA14,-0.5,Synergy,Bliss,29973719
Aztreonam,Fosfomycin,Pseudomonas aeruginosa PA14,-0.11,Additivity,Bliss,29973719
Aztreonam,Cefsulodin,Pseudomonas aeruginosa PAO1,-0.09,Additivity,Bliss,29973719
Aztreonam,Erythromycin,Pseudomonas aeruginosa PAO1,-0.13,Synergy,Bliss,29973719
Aztreonam,Fosfomycin,Pseudomonas aeruginosa PAO1,-0.12,Synergy,Bliss,29973719
Aztreonam,Amikacin,Pseudomonas aeruginosa PAO1,-0.32,Synergy,Bliss,29973719
Aztreonam,Tobramycin,Pseudomonas aeruginosa PAO1,-0.44,Synergy,Bliss,29973719
Aztreonam,Spectinomycin,Pseudomonas aeruginosa PAO1,-0.15,Additivity,Bliss,29973719
Aztreonam,Piperacillin,Pseudomonas aeruginosa PAO1,-0.15,Additivity,Bliss,29973719
Aztreonam,Amoxycillin,Salmonella typhimurium 14028,-0.47,Synergy,Bliss,29973719
Aztreonam,Cefaclor,Salmonella typhimurium 14028,-0.46,Synergy,Bliss,29973719
Aztreonam,Rifampicin,Salmonella typhimurium 14028,-0.03,Additivity,Bliss,29973719
Aztreonam,Trimethoprim,Salmonella typhimurium 14028,0.13,Antagonism,Bliss,29973719
Aztreonam,Mecillinam,Salmonella typhimurium 14028,-0.43,Synergy,Bliss,29973719
Aztreonam,Doxycycline,Salmonella typhimurium 14028,0.07,Additivity,Bliss,29973719
Aztreonam,Nitrofurantoin,Salmonella typhimurium 14028,0.57,Antagonism,Bliss,29973719
Aztreonam,Chlorhexidine,Salmonella typhimurium 14028,0.57,Antagonism,Bliss,29973719
Aztreonam,Amikacin,Salmonella typhimurium 14028,-0.14,Synergy,Bliss,29973719
Aztreonam,Tobramycin,Salmonella typhimurium 14028,-0.16,Synergy,Bliss,29973719
Aztreonam,Fosfomycin,Salmonella typhimurium 14028,-0.19,Synergy,Bliss,29973719
Aztreonam,Piperacillin,Salmonella typhimurium 14028,0.13,Additivity,Bliss,29973719
Aztreonam,Spectinomycin,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Aztreonam,Amoxycillin,Salmonella typhimurium LT2,-0.54,Synergy,Bliss,29973719
Aztreonam,Cefaclor,Salmonella typhimurium LT2,-0.58,Synergy,Bliss,29973719
Aztreonam,Rifampicin,Salmonella typhimurium LT2,0.24,Antagonism,Bliss,29973719
Aztreonam,Trimethoprim,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Aztreonam,Mecillinam,Salmonella typhimurium LT2,-0.56,Synergy,Bliss,29973719
Aztreonam,Doxycycline,Salmonella typhimurium LT2,0.22,Antagonism,Bliss,29973719
Aztreonam,Nitrofurantoin,Salmonella typhimurium LT2,0.08,Additivity,Bliss,29973719
Aztreonam,Chlorhexidine,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Aztreonam,Piperacillin,Salmonella typhimurium LT2,-0.4,Synergy,Bliss,29973719
Aztreonam,Amikacin,Salmonella typhimurium LT2,-0.31,Synergy,Bliss,29973719
Aztreonam,Fosfomycin,Salmonella typhimurium LT2,-0.18,Synergy,Bliss,29973719
Aztreonam,Tobramycin,Salmonella typhimurium LT2,-0.45,Additivity,Bliss,29973719
Aztreonam,Spectinomycin,Salmonella typhimurium LT2,0.22,Antagonism,Bliss,29973719
Cefaclor,Cefsulodin,Escherichia coli BW25113,-0.46,Synergy,Bliss,29973719
Cefaclor,Bleomycin,Escherichia coli BW25113,-0.21,Synergy,Bliss,29973719
Cefaclor,Mecillinam,Escherichia coli BW25113,-0.2,Synergy,Bliss,29973719
Cefaclor,Aztreonam,Escherichia coli BW25113,-0.6,Synergy,Bliss,29973719
Cefaclor,Trimethoprim,Escherichia coli BW25113,-0.07,Additivity,Bliss,29973719
Cefaclor,Spiramycin,Escherichia coli BW25113,0.1,Antagonism,Bliss,29973719
Cefaclor,Erythromycin,Escherichia coli BW25113,0.13,Antagonism,Bliss,29973719
Cefaclor,Puromycin,Escherichia coli BW25113,0.11,Antagonism,Bliss,29973719
Cefaclor,Pyocyanin,Escherichia coli BW25113,0.08,Additivity,Bliss,29973719
Cefaclor,Cefsulodin,Escherichia coli iAi1,-0.56,Synergy,Bliss,29973719
Cefaclor,Bleomycin,Escherichia coli iAi1,-0.14,Synergy,Bliss,29973719
Cefaclor,Trimethoprim,Escherichia coli iAi1,-0.14,Synergy,Bliss,29973719
Cefaclor,Mecillinam,Escherichia coli iAi1,-0.37,Synergy,Bliss,29973719
Cefaclor,Aztreonam,Escherichia coli iAi1,-0.54,Synergy,Bliss,29973719
Cefaclor,Spiramycin,Escherichia coli iAi1,0.03,Additivity,Bliss,29973719
Cefaclor,Erythromycin,Escherichia coli iAi1,-0.06,Additivity,Bliss,29973719
Cefaclor,Puromycin,Escherichia coli iAi1,-0.13,Additivity,Bliss,29973719
Cefaclor,Pyocyanin,Escherichia coli iAi1,-0.2,Synergy,Bliss,29973719
Cefaclor,Penicillin G,Pseudomonas aeruginosa PA14,-0.04,Additivity,Bliss,29973719
Cefaclor,Penicillin G,Pseudomonas aeruginosa PAO1,-0.11,Synergy,Bliss,29973719
Cefaclor,Mecillinam,Salmonella typhimurium 14028,-0.51,Synergy,Bliss,29973719
Cefaclor,Aztreonam,Salmonella typhimurium 14028,-0.46,Synergy,Bliss,29973719
Cefaclor,Piperacillin,Salmonella typhimurium 14028,-0.45,Synergy,Bliss,29973719
Cefaclor,Lmipenem,Salmonella typhimurium 14028,-0.33,Synergy,Bliss,29973719
Cefaclor,Tobramycin,Salmonella typhimurium 14028,-0.28,Synergy,Bliss,29973719
Cefaclor,Meropenem,Salmonella typhimurium 14028,-0.77,Synergy,Bliss,29973719
Cefaclor,Colistin,Salmonella typhimurium 14028,0.65,Antagonism,Bliss,29973719
Cefaclor,Penicillin G,Salmonella typhimurium 14028,-0.33,Synergy,Bliss,29973719
Cefaclor,Mecillinam,Salmonella typhimurium LT2,-0.61,Synergy,Bliss,29973719
Cefaclor,Aztreonam,Salmonella typhimurium LT2,-0.58,Synergy,Bliss,29973719
Cefaclor,Piperacillin,Salmonella typhimurium LT2,-0.28,Synergy,Bliss,29973719
Cefaclor,Lmipenem,Salmonella typhimurium LT2,-0.33,Synergy,Bliss,29973719
Cefaclor,Tobramycin,Salmonella typhimurium LT2,0.04,Additivity,Bliss,29973719
Cefaclor,Meropenem,Salmonella typhimurium LT2,-0.15,Additivity,Bliss,29973719
Cefaclor,Colistin,Salmonella typhimurium LT2,0.83,Antagonism,Bliss,29973719
Cefaclor,Penicillin G,Salmonella typhimurium LT2,-0.18,Synergy,Bliss,29973719
Cefaclor,Oxacillin,Escherichia coli BW25113,-0.69,Synergy,Bliss,29973719
Cefaclor,Amoxycillin,Escherichia coli BW25113,-0.47,Synergy,Bliss,29973719
Cefaclor,Cefotaxime,Escherichia coli BW25113,-0.09,Additivity,Bliss,29973719
Cefaclor,Novobiocin,Escherichia coli BW25113,0.17,Antagonism,Bliss,29973719
Cefaclor,Polymyxin B,Escherichia coli BW25113,0.31,Antagonism,Bliss,29973719
Cefaclor,Oxacillin,Escherichia coli iAi1,-0.71,Synergy,Bliss,29973719
Cefaclor,Amoxycillin,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Cefaclor,Cefotaxime,Escherichia coli iAi1,-0.21,Synergy,Bliss,29973719
Cefaclor,Novobiocin,Escherichia coli iAi1,-0.07,Additivity,Bliss,29973719
Cefaclor,Polymyxin B,Escherichia coli iAi1,0.07,Additivity,Bliss,29973719
Cefaclor,Amoxycillin,Salmonella typhimurium 14028,-0.51,Synergy,Bliss,29973719
Cefaclor,Cefotaxime,Salmonella typhimurium 14028,-0.24,Synergy,Bliss,29973719
Cefaclor,Amikacin,Salmonella typhimurium 14028,-0.16,Synergy,Bliss,29973719
Cefaclor,D-Cycloserine,Salmonella typhimurium 14028,-0.6,Synergy,Bliss,29973719
Cefaclor,Fosfomycin,Salmonella typhimurium 14028,-0.04,Additivity,Bliss,29973719
Cefaclor,Amoxycillin,Salmonella typhimurium LT2,-0.28,Synergy,Bliss,29973719
Cefaclor,Cefotaxime,Salmonella typhimurium LT2,-0.1,Additivity,Bliss,29973719
Cefaclor,Amikacin,Salmonella typhimurium LT2,-0.11,Additivity,Bliss,29973719
Cefaclor,D-Cycloserine,Salmonella typhimurium LT2,-0.14,Additivity,Bliss,29973719
