Drug A,Drug B,Strain,Bliss Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
amikacin,fusidic acid,escherichia coli bw25113,-0.16,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,ciprofloxacin,escherichia coli iai1,-0.12,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,escherichia coli,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
amikacin,novobiocin,escherichia coli iai1,-0.18,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amikacin,polymyxin b,escherichia coli iai1,0.04,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,amoxycillin,escherichia coli iai1,-0.08,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,escherichia coli,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amikacin,fusidic acid,escherichia coli iai1,-0.16,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,polymyxin b,pseudomonas aeruginosa pa14,0.18,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,chloramphenicol,pseudomonas aeruginosa pa14,0.15,Antagonism,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
amikacin,spectinomycin,pseudomonas aeruginosa pa14,0.23,Antagonism,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
amikacin,fusidic acid,pseudomonas aeruginosa pa14,0.2,Antagonism,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,pseudomonas aeruginosa,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,polymyxin b,pseudomonas aeruginosa pao1,0.21,Antagonism,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,chloramphenicol,pseudomonas aeruginosa pao1,0.1,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
amikacin,fusidic acid,pseudomonas aeruginosa pao1,0.08,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,pseudomonas aeruginosa,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,spectinomycin,pseudomonas aeruginosa pao1,0.13,Antagonism,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
amikacin,amoxycillin,salmonella typhimurium 14028,-0.14,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amikacin,novobiocin,salmonella typhimurium 14028,-0.12,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amikacin,fosfomycin,salmonella typhimurium 14028,-0.13,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
amikacin,spectinomycin,salmonella typhimurium 14028,-0.06,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
amikacin,amoxycillin,salmonella typhimurium lt2,-0.12,Synergy,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amikacin,novobiocin,salmonella typhimurium lt2,-0.06,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amikacin,fosfomycin,salmonella typhimurium lt2,-0.11,Additivity,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
amikacin,spectinomycin,salmonella typhimurium lt2,0.11,Antagonism,Bliss,29973719,LKCWBDHBTVXHDL-RMDFUYIESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
azithromycin,fosfomycin,escherichia coli bw25113,0.23,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
azithromycin,novobiocin,escherichia coli bw25113,0.09,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
azithromycin,levofloxacin,escherichia coli bw25113,0.06,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,trimethoprim,escherichia coli bw25113,0.09,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,mecillinam,escherichia coli bw25113,0.38,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,aztreonam,escherichia coli bw25113,0.18,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
azithromycin,pyocyanin,escherichia coli bw25113,0.22,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
azithromycin,mecillinam,escherichia coli iai1,0.32,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,aztreonam,escherichia coli iai1,0.23,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
azithromycin,fosfomycin,escherichia coli iai1,0.24,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
azithromycin,novobiocin,escherichia coli iai1,0.22,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
azithromycin,levofloxacin,escherichia coli iai1,0.12,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,trimethoprim,escherichia coli iai1,0.19,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,pyocyanin,escherichia coli iai1,-0.25,Synergy,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
azithromycin,spectinomycin,pseudomonas aeruginosa pa14,0.12,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
azithromycin,cefsulodin,pseudomonas aeruginosa pa14,0.1,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
azithromycin,nitrofurantoin,pseudomonas aeruginosa pa14,0.05,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
azithromycin,tobramycin,pseudomonas aeruginosa pa14,0.1,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
azithromycin,rifampicin,pseudomonas aeruginosa pa14,0.06,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,chlorhexidine,pseudomonas aeruginosa pa14,0.26,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,clarithromycin,pseudomonas aeruginosa pa14,0.13,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,ciprofloxacin,pseudomonas aeruginosa pa14,0.14,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
azithromycin,erythromycin,pseudomonas aeruginosa pa14,0.11,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
azithromycin,minocycline,pseudomonas aeruginosa pa14,0.21,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
azithromycin,spectinomycin,pseudomonas aeruginosa pao1,0.12,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
azithromycin,cefsulodin,pseudomonas aeruginosa pao1,0.26,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
azithromycin,nitrofurantoin,pseudomonas aeruginosa pao1,0.12,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
azithromycin,tobramycin,pseudomonas aeruginosa pao1,0.55,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
azithromycin,rifampicin,pseudomonas aeruginosa pao1,0.25,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,chlorhexidine,pseudomonas aeruginosa pao1,0.16,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,clarithromycin,pseudomonas aeruginosa pao1,0.08,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,ciprofloxacin,pseudomonas aeruginosa pao1,0.28,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
azithromycin,erythromycin,pseudomonas aeruginosa pao1,0.11,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
azithromycin,minocycline,pseudomonas aeruginosa pao1,0.15,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
azithromycin,trimethoprim,salmonella typhimurium 14028,0.17,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,fusidic acid,salmonella typhimurium 14028,-0.1,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,puromycin,salmonella typhimurium 14028,0.13,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,salmonella typhimurium,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
azithromycin,pyocyanin,salmonella typhimurium 14028,0.24,Antagonism,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
azithromycin,trimethoprim,salmonella typhimurium lt2,0.12,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,fusidic acid,salmonella typhimurium lt2,-0.32,Synergy,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,puromycin,salmonella typhimurium lt2,0.04,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,salmonella typhimurium,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
azithromycin,pyocyanin,salmonella typhimurium lt2,-0.1,Additivity,Bliss,29973719,MQTOSJVFKKJCRP-BICOPXKESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
aztreonam,penicillin g,escherichia coli bw25113,-0.24,Synergy,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,doxorubicin,escherichia coli bw25113,-0.13,Synergy,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,AOJJSUZBOXZQNB-TZSSRYMLSA-N,escherichia coli,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,puromycin,escherichia coli bw25113,0.17,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,colistin,escherichia coli bw25113,0.19,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
aztreonam,gentamicin,escherichia coli bw25113,0.09,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,escherichia coli,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,bleomycin,escherichia coli bw25113,0.21,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,pyocyanin,escherichia coli bw25113,0.33,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
aztreonam,penicillin g,escherichia coli iai1,-0.25,Synergy,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,doxorubicin,escherichia coli iai1,-0.13,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,AOJJSUZBOXZQNB-TZSSRYMLSA-N,escherichia coli,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,bleomycin,escherichia coli iai1,0.14,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,puromycin,escherichia coli iai1,0.2,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,colistin,escherichia coli iai1,0.49,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
aztreonam,gentamicin,escherichia coli iai1,0.33,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,escherichia coli,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,pyocyanin,escherichia coli iai1,0.18,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
aztreonam,colistin,pseudomonas aeruginosa pa14,0.13,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
aztreonam,puromycin,pseudomonas aeruginosa pa14,0.14,Antagonism,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,pseudomonas aeruginosa,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,clarithromycin,pseudomonas aeruginosa pa14,-0.19,Additivity,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,lmipenem,pseudomonas aeruginosa pa14,-0.24,Synergy,Bliss,29973719,WZPBZJONDBGPKJ-VEHQQRBSSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
